Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
21/01/26,216,172,2,0,32,12,2
28/01/26,215,175,2,0,32,8,2
04/02/26,216,173,2,0,32,11,2
24/02/26,222,173,2,0,32,17,2
