Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
24/02/26,110701,64437,8268,5832,12578,33686,14100
24/03/26,108927,63657,8383,5736,12358,32912,14119
18/06/26,107508,73728,8937,11881,10100,23680,20818
14/07/26,107946,73580,8901,11692,10256,24110,20593
