Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
18/06/26,1346,1029,77,73,207,110,150
08/07/26,1412,1046,77,72,236,130,149
14/07/26,1370,1048,77,72,209,113,149
