Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
24/02/26,4409,3881,59,21,386,142,80
18/06/26,4079,3616,59,22,337,126,81
08/07/26,4139,3668,59,20,330,141,79
14/07/26,4055,3593,59,20,325,137,79
