Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
18/06/26,2764,2349,61,21,283,132,82
08/07/26,2219,1795,61,21,285,139,82
14/07/26,2201,1790,61,21,279,132,82
