Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
24/02/26,18572,15214,118,147,2350,1008,265
09/06/26,8633,6224,19,39,1397,1012,58
18/06/26,7965,6090,19,39,1400,475,58
08/07/26,7720,5810,19,37,1403,507,56
14/07/26,7656,5761,19,37,1392,503,56
