Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
21/01/26,182,94,0,0,85,3,0
28/01/26,183,95,0,0,85,3,0
04/02/26,181,94,0,0,84,3,0
24/02/26,136,94,0,0,39,3,0
