Date,Total Dispositivos y/o IPs Descubiertos,Dispositivos Identificados,Servidores con Cortex,Servidores no protegidos,IPs No Identificados (Servidores),IPs No Identificados (No Vendor),Total Servidores
18/06/26,69306,50328,7433,9879,9578,9400,17312
14/07/26,70338,51613,7453,9807,9494,9231,17260
